word,valence,arousal,dominance
cashier,5.1,3.45,5.43
regimental,5.1,3.45,5.15
waitress,5.1,3.5,4.95
cabinet,5.1,3.75,5.78
standpoint,5.1,4.17,5.21
referee,5.1,3.65,5.09
hardball,5.1,4.81,5.86
bundle,5.1,3.48,5.12
reduce,5.1,3.67,4.92
mauve,5.1,2.88,5.37
bonny,5.1,3.22,5.19
whitefish,5.1,2.67,4.48
lube,5.1,4.17,5.58
graphic,5.1,4.7,5.08
groin,5.1,5.5,5.62
rail,5.1,2.62,5.5
attest,5.1,3.68,6.26
salty,5.1,3.94,5.14
collarbone,5.1,2.86,5.41
emulate,5.11,4.15,5.83
jogger,5.11,3.5,5.94
urge,5.11,5.29,4.5
obtain,5.11,3.67,6.7
kinetic,5.11,4.95,5.29
tendon,5.11,3.3,4.68
flagpole,5.11,3.19,5.05
furnace,5.11,3.24,4.82
inner,5.11,3.5,5.71
predecessor,5.11,3.6,4.6
beep,5.11,3.82,4.74
zipper,5.11,3.73,5.18
brow,5.11,3.23,4.29
toner,5.11,4.14,5.65
cactus,5.11,4.0,5.5
disinfect,5.11,4.0,5.64
homosexuality,5.11,4.05,4.0
newspaper,5.11,2.67,5.05
rendition,5.11,3.6,5.3
grappling,5.11,4.9,5.46
skijump,5.11,5.5,5.36
sediment,5.11,2.91,4.43
comparison,5.11,2.92,5.64
measurement,5.11,3.09,5.18
den,5.11,2.86,5.68
fender,5.11,3.25,5.06
savant,5.11,4.45,5.44
tubing,5.11,3.62,5.05
reinstate,5.11,3.33,5.25
vein,5.11,3.7,4.57
commentator,5.11,4.1,5.17
reins,5.11,3.2,5.8
inbound,5.11,4.05,5.95
upright,5.11,3.29,6.11
abracadabra,5.11,5.27,4.96
inhabitant,5.11,3.57,5.69
squawk,5.11,4.0,4.22
metabolic,5.11,4.67,5.0
hyper,5.11,5.52,5.05
ladle,5.11,2.82,5.42
kicker,5.11,4.85,5.53
convert,5.11,3.65,5.42
thirteen,5.11,4.36,4.46
supply,5.11,3.28,5.24
sow,5.11,3.71,5.74
square,5.11,3.33,5.3
rudder,5.11,3.25,5.5
taillight,5.11,3.56,5.53
range,5.11,3.9,5.57
premonition,5.11,4.64,5.3
payphone,5.11,2.6,6.0
patch,5.11,2.84,4.4
trimester,5.11,4.82,5.27
raven,5.11,4.33,5.12
paraphernalia,5.11,5.18,4.59
contraption,5.11,4.32,5.67
programming,5.11,3.5,6.24
peroxide,5.11,3.63,5.2
emotional,5.11,5.32,4.5
widespread,5.11,4.05,3.81
cracker,5.11,3.64,5.26
stagecoach,5.11,3.89,5.18
audacious,5.11,4.28,5.41
sack,5.11,4.24,5.0
microphone,5.11,4.19,5.35
methodical,5.11,3.76,5.43
faction,5.11,4.1,4.52
intricate,5.11,4.48,5.13
spot,5.12,2.95,4.83
bus,5.12,3.83,4.88
kilt,5.12,4.74,4.81
dorky,5.12,4.5,5.0
footing,5.13,2.95,5.57
reload,5.13,4.27,5.95
inflated,5.13,3.55,4.47
wisp,5.13,3.59,5.35
sentence,5.13,3.09,6.53
enable,5.13,3.95,5.45
obey,5.13,4.1,4.43
ninja,5.14,5.61,5.23
blog,5.14,3.61,6.11
hickey,5.14,5.04,4.5
playoff,5.14,5.36,6.36
blimp,5.14,3.59,4.67
squeal,5.14,5.45,4.57
southbound,5.14,3.67,6.14
measure,5.14,4.36,5.41
enzyme,5.14,3.1,4.92
encryption,5.14,4.0,5.32
broad,5.14,3.26,4.23
bees,5.14,5.53,4.2
palette,5.14,3.3,5.76
oval,5.14,3.5,5.54
schoolteacher,5.14,3.95,5.23
doorstep,5.14,3.26,5.1
erupt,5.14,6.41,3.32
dual,5.14,4.39,5.21
permission,5.14,4.0,5.84
ultrasound,5.14,5.15,4.86
plating,5.14,3.29,6.33
spatula,5.14,2.86,6.41
padded,5.14,2.87,5.56
manned,5.14,4.47,5.71
agency,5.14,3.17,4.89
pad,5.14,3.96,5.45
laboratory,5.14,4.38,4.77
battalion,5.14,4.76,4.77
masked,5.14,4.0,5.1
cannonball,5.14,4.24,4.84
floor,5.14,3.33,6.39
capacity,5.14,3.67,6.08
sorcery,5.14,4.33,4.85
stair,5.14,4.4,5.67
cause,5.14,3.48,5.17
crazy,5.14,5.9,4.19
checkmate,5.14,4.65,5.52
grip,5.14,3.64,5.59
wingman,5.14,3.9,5.88
atoll,5.14,3.55,4.7
ironclad,5.14,3.77,6.09
fuchsia,5.14,3.78,5.72
ascending,5.14,3.73,5.55
province,5.14,3.33,5.18
transcendent,5.14,4.33,4.73
stethoscope,5.14,4.56,5.24
stormy,5.14,6.52,4.53
intern,5.14,3.62,5.55
propriety,5.14,4.14,5.58
silent,5.14,3.21,6.59
lid,5.14,2.91,6.33
stimulation,5.14,4.71,5.3
investment,5.14,4.73,5.19
lettering,5.14,3.12,5.42
innate,5.14,2.95,5.07
crewman,5.14,3.2,4.91
procreation,5.14,6.04,6.67
inning,5.14,3.4,5.79
procession,5.14,4.14,5.08
meticulous,5.14,4.8,5.36
valet,5.14,4.29,6.1
possession,5.14,4.04,5.47
upkeep,5.14,4.44,6.05
crumb,5.14,2.95,4.62
misty,5.14,2.5,5.0
headquarter,5.14,3.81,5.46
tray,5.14,3.57,6.05
hedge,5.14,3.39,5.95
infrastructure,5.14,4.16,5.33
deduction,5.14,3.23,5.22
locator,5.14,2.83,5.45
publishing,5.14,2.96,5.42
assemble,5.14,3.52,6.28
continuum,5.15,3.95,5.36
dominant,5.15,5.36,6.78
gad,5.15,3.15,5.04
ablaze,5.15,6.75,4.58
emcee,5.15,4.05,4.74
arrange,5.15,3.57,6.71
jalopy,5.15,3.94,4.12
cave,5.15,4.39,4.45
alternate,5.15,3.48,5.2
preferential,5.15,3.68,5.38
launder,5.15,3.57,5.36
bullpen,5.15,4.52,5.62
sheik,5.15,4.39,4.92
delegate,5.15,3.72,6.32
laundry,5.15,4.5,6.09
beginner,5.15,3.5,4.79
crater,5.15,4.84,4.79
adjacent,5.15,2.78,4.27
clemency,5.15,3.3,5.48
earl,5.15,3.64,5.76
appliance,5.15,2.84,5.0
putty,5.15,2.9,4.52
intro,5.15,4.48,5.84
hamper,5.15,3.14,5.19
branch,5.15,2.67,4.91
react,5.15,5.48,6.12
optical,5.15,3.44,5.12
beeswax,5.15,3.62,5.53
parlay,5.15,3.29,5.38
claim,5.15,3.9,6.06
dealership,5.15,2.9,4.41
mass,5.15,3.56,5.47
quantum,5.15,4.67,4.85
packaging,5.15,3.3,5.36
transcription,5.15,4.13,5.05
caboodle,5.15,3.86,4.84
oar,5.15,2.72,6.38
gram,5.15,4.18,4.89
boarder,5.15,3.75,5.44
trousers,5.15,2.89,5.91
mastermind,5.15,5.58,6.61
veritable,5.15,3.77,5.11
obscure,5.15,3.1,4.48
mortality,5.15,6.9,3.58
hilt,5.15,3.35,5.17
density,5.15,3.55,4.55
extract,5.15,3.45,6.18
outboard,5.15,3.43,5.25
nanometer,5.15,3.59,5.54
piggyback,5.15,4.11,4.91
pan,5.15,3.05,6.0
salvage,5.16,4.57,5.74
watchman,5.16,4.45,5.17
synthesizer,5.16,4.3,5.64
dynasty,5.16,4.45,5.45
congregation,5.16,3.2,5.0
instantaneous,5.16,4.72,5.96
packet,5.16,3.62,5.55
clapper,5.16,4.45,5.26
codfish,5.16,3.05,4.95
bitty,5.16,3.6,5.2
scamp,5.16,4.14,4.55
binder,5.16,3.17,5.29
ostrich,5.16,3.87,4.11
commandant,5.16,3.95,4.38
impulse,5.16,5.33,4.74
overzealous,5.16,5.9,5.19
interpretive,5.16,2.9,6.3
saucer,5.16,3.7,4.91
stag,5.16,4.5,5.33
blender,5.16,4.05,5.53
bookkeeping,5.16,3.48,5.83
illusion,5.16,4.5,3.73
paramedic,5.16,4.9,4.5
encounter,5.16,4.67,5.3
bid,5.16,4.0,5.67
payment,5.16,4.44,5.19
minimize,5.16,4.19,5.45
pedal,5.16,3.89,6.06
quince,5.16,3.6,5.04
prop,5.16,3.15,5.0
trainer,5.16,4.0,5.25
specs,5.16,2.95,5.61
subsequent,5.16,4.0,5.22
physiology,5.16,4.9,5.24
fluorescent,5.16,3.85,5.15
firehouse,5.16,4.73,4.58
carpeting,5.16,3.0,5.56
carnal,5.16,6.24,5.17
crucial,5.16,4.14,4.91
buzzer,5.16,5.4,5.22
regulate,5.16,3.95,5.59
distilled,5.16,3.11,4.68
avert,5.16,3.62,5.22
iota,5.16,2.76,4.55
fringe,5.16,4.52,4.48
chill,5.16,3.25,5.55
pilgrim,5.16,4.04,5.0
jingle,5.16,4.33,5.81
reviewer,5.16,2.95,5.05
pour,5.16,3.28,5.35
regiment,5.16,3.0,5.83
truck,5.16,3.76,5.43
portion,5.16,3.91,5.05
backbone,5.16,4.05,6.4
advertise,5.16,4.29,5.74
sentient,5.16,3.64,5.5
washer,5.16,2.9,6.0
apply,5.16,3.24,6.2
certifiable,5.16,4.68,4.71
shy,5.16,3.33,4.5
meatloaf,5.16,4.46,5.57
plucky,5.16,4.7,5.11
roost,5.16,3.82,5.81
skateboard,5.16,4.0,5.16
tomcat,5.16,4.74,4.58
ambiguous,5.16,4.0,5.12
dilation,5.16,4.14,4.19
gaggle,5.16,3.95,5.7
dotty,5.16,3.55,4.8
admissible,5.16,2.9,6.21
swoop,5.16,5.62,5.04
signify,5.16,4.8,5.58
dorm,5.16,4.29,5.13
anchor,5.16,3.32,5.29
headband,5.16,3.33,5.81
ten,5.16,3.1,4.8
diagonal,5.17,3.29,5.13
holder,5.17,2.85,5.14
banner,5.17,3.55,5.17
package,5.17,4.73,5.17
aisle,5.17,2.5,4.87
overall,5.17,2.95,4.81
hammer,5.17,4.56,5.59
wheelbarrow,5.17,3.1,5.87
scope,5.17,3.48,4.83
startling,5.17,5.23,4.64
fencing,5.17,3.86,5.9
vanguard,5.17,3.2,4.8
keyboard,5.17,3.59,5.13
risk,5.17,6.43,3.89
pendulum,5.17,2.77,4.13
adhere,5.17,3.52,3.9
smidgen,5.17,3.95,5.25
madam,5.17,3.05,4.67
gauge,5.17,3.5,5.23
refine,5.17,3.6,7.19
mores,5.17,2.6,4.44
tribal,5.17,4.56,4.58
dramatic,5.17,6.59,4.77
statute,5.18,3.65,5.67
nerd,5.18,4.46,5.91
staff,5.18,4.3,6.26
pope,5.18,4.21,4.24
reread,5.18,3.68,5.4
secretary,5.18,3.8,6.68
refer,5.18,4.09,5.58
righteousness,5.18,5.0,6.05
massive,5.18,5.79,5.71
spitfire,5.18,5.42,5.5
repay,5.18,3.65,5.94
lavatory,5.18,4.21,5.57
westbound,5.18,4.74,5.84
feeder,5.18,4.22,4.95
chest,5.18,4.95,6.58
zigzag,5.18,5.42,5.0
hanky,5.18,3.57,5.67
county,5.18,3.4,7.0
editorial,5.18,2.9,5.77
holiness,5.18,3.48,5.0
guess,5.18,3.86,4.89
bowler,5.18,3.64,5.35
drizzle,5.18,4.23,4.68
beacon,5.18,4.52,5.32
inform,5.18,3.33,6.4
internal,5.18,3.67,6.25
borrow,5.18,4.55,6.16
colonel,5.18,3.9,5.72
compliance,5.18,2.85,3.4
grade,5.18,4.75,6.74
case,5.18,4.14,6.11
conservatory,5.18,3.65,5.74
waver,5.18,3.84,5.33
use,5.18,4.19,5.0
depot,5.18,3.19,5.45
underpants,5.18,5.08,5.75
hindsight,5.19,4.28,4.69
thoroughfare,5.19,4.32,5.81
scarecrow,5.19,3.16,5.37
accountant,5.19,3.81,5.72
origin,5.19,3.7,5.29
naval,5.19,2.86,5.15
treadmill,5.19,4.22,5.6
integral,5.19,3.65,6.11
deliberation,5.19,3.95,4.8
irony,5.19,4.09,5.28
gear,5.19,3.17,5.9
lark,5.19,3.52,4.96
entity,5.19,3.48,4.94
stripper,5.19,5.57,5.0
reggae,5.19,5.0,6.24
yield,5.19,3.85,5.06
moat,5.19,4.17,4.95
polar,5.19,3.95,4.1
jammer,5.19,4.22,5.1
sassy,5.19,5.16,6.32
shaker,5.19,3.58,5.7
circulate,5.19,4.0,5.68
marksmanship,5.19,4.96,6.0
collaboration,5.19,4.39,6.21
groundhog,5.19,3.12,5.32
intensity,5.19,7.05,5.34
collective,5.19,2.86,5.4
clasp,5.19,3.52,5.47
elemental,5.19,4.35,4.77
overactive,5.19,5.12,4.27
stillness,5.19,2.78,5.25
ruffle,5.19,3.64,5.31
outstretched,5.19,4.14,4.8
President,5.19,3.83,4.52
weirdo,5.19,4.9,3.95
outer,5.19,3.27,5.19
baseman,5.19,3.95,5.05
remission,5.19,3.65,4.1
oblige,5.19,3.74,5.11
soot,5.19,4.65,5.0
dominance,5.19,5.5,4.59
neutralize,5.19,3.36,5.45
hiking boot,5.19,3.78,5.96
newsletter,5.19,3.63,5.03
subliminal,5.19,4.17,3.78
training,5.19,4.1,6.26
luggage,5.19,3.75,5.42
format,5.19,2.73,4.81
helmsman,5.19,3.0,5.33
thickness,5.19,3.74,4.95
incidental,5.19,3.27,5.5
prodigious,5.19,3.45,5.67
carrier,5.19,2.96,5.1
fold,5.19,3.0,6.67
annual,5.19,3.7,4.9
curd,5.19,4.37,4.72
conjunction,5.19,4.25,5.55
pivotal,5.19,3.41,5.52
plume,5.19,3.0,4.77
frequency,5.19,4.87,5.62
chalice,5.19,3.48,5.76
highway,5.19,4.28,5.14
occupant,5.19,3.17,5.24
religious,5.2,4.63,6.23
clan,5.2,3.78,4.35
cortex,5.2,3.67,5.5
conservation,5.2,3.17,5.79
intermission,5.2,5.0,5.38
gist,5.2,4.05,5.8
vessel,5.2,3.62,4.28
seminar,5.2,3.74,4.82
yearly,5.2,3.05,5.23
interpret,5.2,4.43,5.24
proportion,5.2,3.73,5.68
grid,5.2,3.15,5.18
grind,5.2,3.43,4.58
macro,5.2,3.85,5.45
staircase,5.2,3.3,5.64
medal,5.2,5.3,5.88
teletype,5.2,3.86,5.21
nationwide,5.2,3.72,5.45
houseguest,5.2,3.67,4.96
lordship,5.2,4.42,5.41
friar,5.2,3.26,5.62
gloves,5.2,3.17,5.75
zenith,5.2,3.71,5.36
endorse,5.2,3.17,6.45
slot,5.2,4.1,5.12
stable,5.2,3.11,6.33
graph,5.2,3.45,6.15
remaining,5.2,3.57,4.76
audition,5.2,4.24,6.0
reactive,5.2,4.64,5.0
foothold,5.2,3.83,5.1
audacity,5.2,4.1,5.33
ivory,5.2,2.33,5.17
thatch,5.2,2.8,4.86
apache,5.2,3.7,4.95
toots,5.2,5.1,5.15
medic,5.2,3.55,5.46
birdcage,5.2,4.23,4.52
headway,5.2,3.95,5.88
gerbil,5.2,2.59,5.38
testosterone,5.2,6.75,4.73
shipshape,5.2,4.29,5.57
delegation,5.2,3.62,5.76
vinyl,5.2,3.39,5.05
habit,5.2,4.55,5.67
layer,5.2,3.45,6.04
echo,5.2,3.61,4.59
constable,5.2,3.1,5.23
briefcase,5.2,3.59,6.33
prelim,5.2,3.62,5.14
parachute,5.2,4.94,4.09
chug,5.2,3.19,5.68
method,5.2,4.17,6.13
projection,5.2,3.6,5.05
reverse,5.2,3.73,6.08
economics,5.2,3.7,4.05
scrambled,5.2,3.79,4.35
docking,5.2,3.74,5.71
associate,5.2,3.11,4.88
bio,5.2,3.14,6.05
gab,5.2,3.78,4.04
flesh,5.2,4.11,5.29
alloy,5.2,3.32,5.9
eggshell,5.2,3.17,4.33
jugular,5.2,4.56,4.84
fraction,5.21,3.95,5.09
devour,5.21,6.06,4.95
brim,5.21,4.0,4.79
ravine,5.21,4.65,4.75
ape,5.21,4.25,5.38
ceramics,5.21,2.86,6.0
dibs,5.21,4.62,5.35
fathom,5.21,4.71,4.3
closure,5.21,3.19,5.7
triangle,5.21,3.5,5.06
region,5.21,3.24,6.04
hushed,5.21,3.76,3.82
aristocracy,5.21,4.15,5.08
oink,5.21,3.73,4.62
church,5.21,3.63,5.04
op,5.21,3.24,5.26
prescribe,5.21,3.23,5.71
postal,5.21,3.41,4.83
shaman,5.21,4.17,4.69
ovation,5.21,5.32,7.05
imperative,5.21,3.67,4.65
watcher,5.21,4.81,5.09
coolant,5.21,3.45,5.9
boxer,5.21,4.14,5.64
camper,5.21,4.53,5.52
tweak,5.21,4.7,6.3
prominent,5.21,4.05,5.55
makeup,5.21,4.1,6.46
wagon,5.21,3.1,5.45
shear,5.21,3.57,5.15
intervene,5.21,4.48,5.82
gladiator,5.21,5.05,4.86
impervious,5.21,4.36,4.58
franc,5.21,3.71,5.12
aforementioned,5.21,3.5,4.96
junction,5.21,3.86,6.36
jiff,5.21,4.17,4.68
electrician,5.21,3.19,5.73
guardianship,5.21,3.1,7.35
mingle,5.21,4.41,5.36
pedestrian,5.21,3.71,5.65
polo,5.21,3.95,4.6
selective,5.21,3.95,6.45
commerce,5.21,3.95,4.85
hairspray,5.21,2.65,6.74
halftime,5.21,3.67,4.9
unload,5.21,3.24,4.75
hinge,5.21,3.25,5.7
dwelling,5.21,3.57,5.82
periscope,5.21,3.6,5.3
satchel,5.21,3.36,5.46
soil,5.21,2.76,5.18
compile,5.21,3.75,5.82
mid,5.21,2.8,5.33
dryer,5.21,2.43,4.57
secluded,5.21,3.45,4.39
directory,5.21,3.33,6.13
scramble,5.21,4.85,5.0
merchant,5.21,3.68,5.18
merchandise,5.21,3.78,4.76
unquote,5.21,3.0,4.62
conduct,5.21,3.64,6.12
kryptonite,5.21,5.86,4.96
scribble,5.21,3.76,5.6
knob,5.21,3.05,5.35
consist,5.21,3.14,5.25
spacing,5.21,3.19,4.4
cod,5.21,3.95,5.37
cargo,5.21,2.68,5.64
wearer,5.21,3.86,5.35
covenant,5.21,4.0,5.35
wildebeest,5.21,4.11,4.47
wildcat,5.21,5.2,4.96
decadence,5.21,4.32,6.12
toothpaste,5.21,2.86,6.12
length,5.21,3.41,5.67
recording,5.22,3.53,5.59
coachman,5.22,3.05,4.28
client,5.22,2.95,4.83
seat,5.22,3.0,6.05
estrogen,5.22,4.45,4.2
boarding,5.22,3.25,4.72
gymnast,5.22,4.55,5.65
middle,5.22,2.85,5.11
instruction,5.22,2.62,5.65
blowtorch,5.22,5.76,4.74
cordon,5.22,2.55,4.48
assessment,5.22,2.75,5.44
site,5.22,3.55,6.09
sayonara,5.22,3.15,4.92
paintball,5.22,5.19,4.48
diversion,5.22,4.48,5.65
provincial,5.22,2.85,5.0
cocoon,5.22,2.85,4.41
medical,5.22,4.05,4.22
counter,5.22,2.47,5.16
green bean,5.22,3.52,5.65
thermometer,5.22,3.36,5.32
impartial,5.22,3.89,5.0
thigh,5.22,5.32,5.73
copy,5.22,3.15,4.67
formulate,5.22,2.64,5.46
catchy,5.22,4.0,5.6
noun,5.22,2.37,5.28
nightcap,5.22,4.0,6.1
kernel,5.23,3.87,5.53
turnout,5.23,4.26,5.21
close,5.23,3.81,5.94
clothesline,5.23,4.31,5.88
continuation,5.23,3.84,6.38
president,5.23,4.71,4.38
truckload,5.23,4.64,5.55
crisp,5.23,3.95,6.14
agent,5.23,3.43,5.65
barbie doll,5.23,3.96,5.58
bass,5.23,4.87,5.89
fig,5.23,4.22,6.05
irrigate,5.23,3.77,5.6
iguana,5.23,4.33,4.46
second,5.23,3.48,5.35
set,5.23,3.1,5.81
piece,5.23,3.57,5.11
forwarding,5.23,3.73,6.0
fuck,5.23,7.14,5.47
waxed,5.23,5.37,5.19
reap,5.23,4.68,6.57
bilateral,5.23,2.86,5.23
ovary,5.23,3.67,5.14
balmy,5.23,4.23,5.47
mince,5.23,4.14,5.68
series,5.23,3.62,6.05
tripod,5.23,4.32,5.14
overhaul,5.23,3.92,6.21
hoopla,5.23,5.19,5.33
torso,5.23,3.85,6.0
greased,5.23,4.64,5.63
receptacle,5.24,3.1,5.64
screw,5.24,5.4,5.16
batter,5.24,3.85,6.0
counterpoint,5.24,4.4,5.53
printout,5.24,3.35,5.72
capitalist,5.24,3.08,5.3
physician,5.24,3.96,5.23
catfish,5.24,4.26,5.79
suds,5.24,3.73,5.5
ledge,5.24,4.95,4.36
query,5.24,3.76,5.68
tower,5.24,3.86,5.45
flatten,5.24,3.52,5.53
legal,5.24,3.35,6.68
geometric,5.24,4.21,5.36
buckwheat,5.24,2.7,6.22
stash,5.24,4.64,5.77
pilgrimage,5.24,3.17,4.9
lode,5.24,3.45,5.03
coding,5.24,3.45,4.62
javelin,5.24,3.89,5.71
marital,5.24,4.91,5.43
disk,5.24,2.95,5.22
circumference,5.24,2.71,5.3
vote,5.24,5.05,6.79
notification,5.24,4.5,5.09
monolith,5.24,3.57,4.32
prefix,5.24,3.7,4.85
senor,5.24,4.25,6.48
swap,5.24,3.7,5.12
imprint,5.24,2.43,5.32
transcript,5.24,3.3,6.28
sharp,5.24,6.0,4.92
badge,5.24,4.4,5.75
particle,5.24,4.74,4.59
clout,5.24,4.48,4.59
dispense,5.24,2.95,5.45
intercede,5.24,4.04,5.38
curved,5.24,3.91,5.7
analogy,5.24,3.95,5.33
rehabilitation,5.24,4.24,5.26
broadsword,5.24,4.62,6.0
society,5.24,4.55,6.32
dimension,5.24,3.73,5.0
wharf,5.24,3.65,5.62
plaster,5.24,3.9,4.89
wanton,5.24,3.15,4.14
fiver,5.24,4.87,4.3
synonymous,5.24,3.41,5.47
cheap,5.24,4.47,5.89
grandiose,5.24,4.84,5.1
checkers,5.24,3.24,6.0
skedaddle,5.24,4.11,5.05
trance,5.24,4.0,3.18
troupe,5.24,3.7,5.62
microscopic,5.24,3.86,5.33
rotate,5.24,3.35,5.0
description,5.24,3.64,5.54
toe,5.24,3.1,5.1
bone,5.24,4.75,6.0
untouched,5.24,3.52,4.81
target,5.24,5.35,6.42
reflex,5.24,4.7,4.09
stripe,5.24,3.67,5.21
pertinent,5.24,4.83,5.5
scoop,5.24,3.39,6.11
rouse,5.24,4.79,4.95
arrow,5.24,3.91,5.53
fax,5.24,3.37,5.67
mathematician,5.24,3.57,4.81
midst,5.25,2.62,5.08
rookie,5.25,3.5,3.91
swordsman,5.25,4.72,4.68
sway,5.25,3.68,6.15
dashboard,5.25,3.15,5.32
schilling,5.25,2.8,4.76
armory,5.25,4.48,5.74
appear,5.25,3.24,5.36
mesh,5.25,3.11,5.18
stapler,5.25,3.29,6.42
royal,5.25,4.23,6.32
booth,5.25,4.35,5.17
metamorphosis,5.25,4.27,5.11
mode,5.25,3.43,6.1
archery,5.25,4.39,5.73
hereditary,5.25,4.05,4.0
microwave,5.25,4.0,5.6
uphold,5.25,3.89,6.39
hypnotic,5.25,3.73,3.94
blink,5.25,3.12,4.83
arcane,5.25,3.61,5.55
seam,5.25,3.5,5.33
teaspoon,5.25,2.47,5.43
nip,5.25,4.39,4.68
imminent,5.25,3.45,3.55
precedent,5.25,3.59,4.86
foam,5.25,2.9,5.1
caterpillar,5.25,3.24,5.04
inhalation,5.25,3.33,4.72
unintentional,5.25,3.52,3.29
crosswalk,5.25,3.52,5.88
acreage,5.25,3.74,5.52
innermost,5.25,3.57,6.24
volume,5.25,5.0,6.0
fingerprint,5.25,3.29,4.56
adobe,5.25,3.89,5.55
leash,5.25,3.0,4.32
prophetic,5.25,4.05,4.74
smock,5.25,3.39,5.25
emporium,5.25,4.17,6.05
olden,5.25,3.17,4.46
predictable,5.25,2.86,6.64
advocate,5.25,4.59,7.26
end table,5.25,2.7,4.9
airborne,5.25,3.52,4.48
aircraft carrier,5.25,4.64,5.85
analysis,5.25,3.74,5.95
padding,5.25,2.76,4.88
development,5.25,4.23,6.68
airplane,5.25,5.62,4.12
exception,5.25,4.35,4.12
reigning,5.25,4.3,5.57
reckon,5.25,2.86,4.88
extensive,5.25,4.75,5.71
rectangular,5.25,2.7,5.5
slang,5.25,4.47,5.59
chisel,5.25,3.55,5.19
coating,5.25,3.59,5.63
dye,5.25,3.3,4.77
suitcase,5.25,3.24,5.5
juncture,5.25,4.08,5.79
flour,5.25,3.26,5.86
creed,5.25,3.67,4.45
vegetarian,5.25,3.45,6.0
flock,5.25,3.48,5.38
string,5.25,3.8,5.62
catapult,5.25,5.52,5.29
tipper,5.25,3.73,6.81
silence,5.25,3.48,6.26
abstract,5.25,3.96,5.53
cast,5.26,3.55,5.05
grader,5.26,3.38,5.17
inspect,5.26,4.05,4.78
rank,5.26,3.67,5.57
species,5.26,3.73,4.31
powder,5.26,2.77,6.05
continuance,5.26,3.57,5.13
anticipation,5.26,5.39,5.53
hatch,5.26,4.9,5.09
metallic,5.26,4.32,5.17
coax,5.26,4.48,5.05
visor,5.26,3.14,5.91
distinguish,5.26,3.87,5.43
helmet,5.26,3.71,5.52
rosary,5.26,3.36,4.5
eyebrow,5.26,2.91,5.33
corkscrew,5.26,3.76,4.96
trilogy,5.26,3.67,5.19
recycled,5.26,3.67,5.25
bathroom,5.26,2.86,5.25
loop,5.26,3.52,4.9
fashion,5.26,5.25,5.6
attach,5.26,3.81,4.7
swivel,5.26,4.62,5.52
shipment,5.26,3.91,6.05
dispenser,5.26,4.18,5.48
ukulele,5.26,4.52,5.37
intercom,5.26,2.86,5.52
finale,5.26,4.27,5.65
auxiliary,5.26,3.61,5.81
queue,5.26,3.1,5.17
representative,5.26,3.73,6.05
accordion,5.26,2.94,5.21
newsflash,5.26,4.64,4.52
descendant,5.26,4.24,5.48
reproach,5.26,4.3,5.11
transaction,5.26,3.73,5.58
approximate,5.26,3.82,4.95
retriever,5.26,4.27,6.3
tuna,5.26,4.14,5.7
four,5.26,3.39,5.65
racer,5.26,5.86,5.8
bandanna,5.26,3.15,5.42
processor,5.26,3.5,5.09
revise,5.26,3.52,5.95
suspense,5.26,5.84,4.95
titanium,5.26,3.78,5.88
leeway,5.26,3.88,6.11
graze,5.26,3.57,5.65
emphasis,5.26,4.1,5.0
utilize,5.26,4.33,6.25
grove,5.26,3.73,6.05
beige,5.26,2.6,5.05
pinnacle,5.26,4.32,5.92
duster,5.26,2.85,5.75
permit,5.26,3.76,4.68
colleague,5.26,3.5,5.7
pussycat,5.26,4.0,4.75
coffeepot,5.26,3.61,5.59
ballplayer,5.26,4.09,6.24
altitude,5.27,4.15,5.46
main,5.27,4.1,6.79
sublet,5.27,4.21,5.19
week,5.27,3.33,5.28
traction,5.27,4.17,6.16
seagull,5.27,2.9,4.41
motif,5.27,4.24,6.42
pinpoint,5.27,4.16,6.48
verb,5.27,3.6,5.55
stick,5.27,3.81,5.82
suppose,5.27,3.33,5.11
collector,5.27,4.91,5.47
coincide,5.27,3.88,5.25
barnacle,5.27,3.52,3.68
soapy,5.27,4.27,6.26
symmetry,5.27,3.19,6.42
sign,5.27,3.19,5.38
fin,5.27,4.45,5.45
surrogate,5.27,4.27,4.5
foremost,5.27,3.81,6.04
telegram,5.27,4.14,5.14
tell,5.27,3.86,4.94
sweep,5.27,3.89,5.76
flamethrower,5.27,6.0,4.59
wooden,5.27,4.0,5.79
visitor,5.27,4.0,5.29
sword,5.27,5.95,6.0
stand,5.27,3.1,5.89
gal,5.27,4.43,5.53
signal,5.27,4.05,7.05
foot stool,5.27,3.41,5.37
milligram,5.28,3.1,4.12
barman,5.28,4.95,4.74
behavior,5.28,4.27,5.88
charger,5.28,3.59,5.04
dresser,5.28,2.58,4.96
ticket,5.28,3.95,5.0
seaman,5.28,4.3,5.6
unmanned,5.28,3.33,4.05
dig,5.28,3.67,4.67
gospel,5.28,2.7,3.84
sake,5.28,3.2,5.17
innocuous,5.28,3.7,4.78
ground,5.28,2.35,5.5
import,5.28,3.95,5.58
strings,5.28,2.58,5.0
abode,5.28,2.9,5.05
hole,5.28,2.95,3.72
strategist,5.29,5.15,5.76
ascendant,5.29,3.23,5.78
modem,5.29,3.55,4.5
vendor,5.29,3.82,5.5
mathematical,5.29,3.48,6.0
gooey,5.29,4.68,4.86
camel,5.29,3.1,5.21
nautilus,5.29,3.76,5.6
coat,5.29,3.1,6.68
item,5.29,2.9,5.5
fruitcake,5.29,3.43,5.42
transfer,5.29,3.22,5.5
