word,valence,arousal,dominance
faux,4.25,3.57,4.52
untouchable,4.25,4.7,5.3
crumble,4.25,4.0,4.14
subtract,4.25,3.96,6.1
pointy,4.26,4.55,5.04
abrasive,4.26,6.1,4.94
preemptive,4.26,3.77,5.39
feminist,4.26,3.89,5.12
mule,4.26,2.78,4.5
insatiable,4.26,5.48,2.95
republican,4.26,3.11,5.4
dippy,4.26,4.32,5.26
freaky,4.26,6.05,4.21
atomic,4.26,5.85,3.96
earful,4.27,4.19,4.73
skittish,4.27,4.95,4.21
indifferent,4.28,3.19,4.85
ulterior,4.29,4.71,4.32
savage,4.29,4.68,4.22
tired,4.29,3.67,5.06
touchy,4.29,3.88,3.63
imperialist,4.29,4.17,4.55
spotty,4.29,4.0,4.09
remiss,4.29,3.0,5.4
unfreeze,4.29,3.41,4.35
congressional,4.29,3.82,4.05
stiff,4.29,4.0,4.95
crusty,4.29,3.17,4.75
excess,4.29,5.42,5.29
vague,4.29,3.61,4.19
intravenous,4.29,4.09,4.59
infantile,4.3,3.6,3.77
elusive,4.3,4.5,4.73
nuclear,4.3,7.3,4.12
drafty,4.3,3.73,4.89
retinal,4.32,3.65,4.71
antagonistic,4.32,4.11,4.41
disintegrate,4.32,5.43,4.52
mandible,4.32,3.05,4.9
indistinct,4.32,4.39,4.21
unnoticed,4.32,3.28,4.25
delirious,4.32,5.81,4.61
prior,4.32,3.0,5.17
ramble,4.32,5.0,5.89
gunfighter,4.33,6.1,4.36
colossal,4.33,4.96,5.14
temporary,4.33,3.35,4.29
underestimate,4.35,4.48,5.08
hard,4.35,4.5,4.96
political,4.35,4.0,4.08
infamy,4.36,5.05,4.65
sleepy,4.36,3.04,4.56
radical,4.36,5.27,5.21
excessive,4.37,3.73,4.04
raw,4.37,5.14,4.79
statutory,4.37,5.0,4.32
heavyweight,4.37,3.83,5.53
orthodontist,4.38,4.9,4.22
unnamed,4.38,4.05,4.65
erroneous,4.38,4.64,4.07
unseen,4.38,4.3,4.71
slippery,4.38,5.35,4.0
low,4.39,2.21,3.11
implant,4.39,4.15,4.08
unravel,4.39,4.16,3.84
mortal,4.39,3.55,3.88
shrewd,4.4,4.18,6.29
lengthy,4.4,3.39,5.24
outrank,4.4,4.14,5.73
petty,4.4,4.45,4.67
mumble,4.4,3.19,3.68
bizarre,4.41,5.0,4.5
demographic,4.41,3.73,5.75
unimportant,4.42,3.52,5.32
uniformed,4.42,4.25,4.5
installment,4.42,4.43,5.54
scruffy,4.42,4.38,5.18
rebuttal,4.42,4.6,6.13
chatty,4.42,4.59,5.42
diminutive,4.42,3.5,4.62
unremarkable,4.42,3.52,5.53
titanic,4.42,4.39,4.53
diversionary,4.42,3.52,4.85
forensic,4.42,5.06,4.75
flat,4.43,3.04,4.0
stakeout,4.43,5.9,6.24
sappy,4.43,3.3,4.12
subordinate,4.44,3.09,3.46
tough,4.45,4.24,6.0
arsenal,4.45,5.48,5.25
unofficial,4.45,3.59,5.22
uneven,4.45,3.43,3.54
respiratory,4.45,3.77,5.75
hairless,4.45,5.2,4.96
genital,4.45,5.86,4.74
absurd,4.45,4.02,5.06
feign,4.45,3.72,5.05
proximal,4.45,3.59,5.42
rudimentary,4.45,3.0,5.28
harness,4.47,3.89,4.53
stoic,4.47,3.29,6.04
hyperactive,4.47,6.6,4.48
mischievous,4.48,4.88,4.86
covet,4.48,4.04,5.0
thirsty,4.48,4.08,6.2
abdominal,4.48,3.5,5.32
questionable,4.48,3.55,4.56
imperial,4.5,4.67,4.79
submersible,4.5,4.32,4.83
managerial,4.5,2.81,5.38
generic,4.5,2.5,4.68
compulsive,4.5,4.67,4.35
protestant,4.5,3.0,4.95
consolidated,4.5,3.8,5.54
esophagus,4.5,3.76,5.04
contrary,4.5,3.71,5.36
unpunished,4.5,5.27,5.36
vary,4.5,3.59,5.75
oblivious,4.5,3.5,3.81
byzantine,4.5,3.78,5.29
corral,4.5,3.71,5.35
dependent,4.5,3.73,4.37
stubby,4.5,4.14,5.3
nearsighted,4.5,3.83,3.9
evidentiary,4.5,4.22,4.42
archaic,4.5,4.38,4.62
precarious,4.5,3.7,3.94
exclusive,4.5,5.0,5.58
femoral,4.5,4.28,4.52
coarse,4.5,3.66,5.16
pneumatic,4.5,3.9,4.67
unidentified,4.52,4.89,3.62
ritual,4.52,4.1,5.0
unpredictable,4.52,4.8,3.9
paralegal,4.52,3.28,5.47
loose,4.52,4.3,5.53
carnivorous,4.52,4.48,4.77
unnatural,4.53,5.52,3.78
unrelated,4.53,3.18,4.12
quasi,4.53,5.0,4.43
bushy,4.53,3.95,4.75
superfluous,4.53,4.45,4.58
complacent,4.53,3.71,5.0
tenement,4.55,3.77,5.05
indefinite,4.55,4.8,4.23
inexplicable,4.55,5.0,4.43
impetuous,4.55,4.39,4.77
chaotic,4.55,6.14,3.95
voicemail,4.55,3.83,5.46
proprietary,4.55,3.39,5.44
sledge,4.55,3.25,4.95
conservative,4.55,2.65,4.82
blindfold,4.55,3.65,3.5
final,4.56,4.4,3.94
odd,4.56,4.26,5.42
copacetic,4.56,3.45,6.5
perilous,4.57,4.24,3.52
screwball,4.57,4.05,4.58
murmur,4.57,4.08,4.36
rapid,4.57,6.45,5.24
oblique,4.57,3.18,5.6
antiseptic,4.57,3.15,4.77
temporal,4.57,3.38,5.42
thrower,4.57,3.58,5.24
rival,4.58,4.81,4.74
amateur,4.58,3.55,5.25
typical,4.58,3.37,5.4
rental,4.58,3.73,5.14
mental,4.58,3.68,5.48
dismiss,4.58,3.7,5.08
wily,4.58,4.71,4.6
stonewall,4.58,3.7,5.24
wide,4.58,3.05,6.2
uneventful,4.58,2.56,4.76
hysterical,4.58,6.33,5.13
binary,4.58,3.29,4.6
pragmatic,4.58,3.38,5.45
marginal,4.6,3.57,5.47
mushy,4.6,3.71,5.47
slight,4.6,3.78,5.62
floppy,4.61,4.45,4.65
concerned,4.61,3.95,4.61
vial,4.62,3.6,5.57
incarnate,4.62,4.7,4.83
intracranial,4.62,4.45,4.57
unnecessary,4.62,3.79,4.16
minimal,4.62,3.41,4.67
systematic,4.62,3.52,4.65
confessional,4.62,4.35,4.43
blowfish,4.62,3.95,4.5
squid,4.62,4.04,4.89
unbridled,4.63,4.45,5.0
traceable,4.63,3.61,5.24
platonic,4.63,3.0,5.52
patrolman,4.63,4.57,4.04
corporal,4.63,3.5,4.9
ether,4.63,4.81,4.26
slinky,4.63,3.95,5.21
drastic,4.63,5.2,4.92
squeaky,4.63,4.22,4.88
elderly,4.63,2.73,4.91
thick,4.63,3.13,5.72
schematic,4.63,3.6,5.36
atheist,4.64,4.76,5.41
vacant,4.64,2.86,5.4
extinguish,4.65,4.91,5.47
industrial,4.65,4.72,5.08
startle,4.65,4.4,4.55
solitary,4.65,2.96,6.25
frivolous,4.65,4.22,4.27
foggy,4.65,3.68,4.21
buggy,4.65,4.04,5.33
intermittent,4.65,3.6,4.77
void,4.65,3.95,4.19
skimpy,4.65,4.0,5.28
defensive,4.65,4.28,4.08
medial,4.65,3.55,4.96
solemn,4.66,2.9,5.92
fanatic,4.67,6.17,4.31
loopy,4.67,4.25,4.16
cervical,4.67,5.0,4.67
pithy,4.67,3.32,5.4
mimic,4.67,3.85,6.05
greaser,4.67,4.6,4.94
blank,4.67,2.9,4.68
flush,4.67,4.35,5.62
diaphragm,4.67,3.96,5.24
empirical,4.67,4.14,5.3
impulsive,4.67,6.0,3.72
submissive,4.67,3.32,4.47
fragile,4.67,3.05,4.0
volcanic,4.67,5.6,3.16
disciple,4.67,3.52,4.32
departmental,4.67,4.12,4.71
interim,4.68,3.68,5.4
dense,4.68,3.59,5.08
decimal,4.68,3.35,5.52
psychedelic,4.68,5.64,4.0
quandary,4.68,3.59,4.19
nerdy,4.68,4.3,5.7
semiautomatic,4.68,6.32,4.35
rear,4.68,3.86,5.61
mere,4.68,3.71,5.21
dribble,4.68,3.75,4.67
unexpected,4.68,5.1,3.39
impregnable,4.68,3.95,5.61
horseradish,4.68,3.74,5.11
indigent,4.7,4.19,4.61
cellar,4.7,3.14,4.75
maximum,4.7,5.05,5.62
prone,4.7,3.68,5.4
cubic,4.7,3.0,5.6
gothic,4.7,4.95,5.69
underground,4.7,4.24,5.1
adequate,4.7,3.64,6.89
duplicate,4.7,4.5,5.5
derivative,4.7,3.72,4.59
bagman,4.7,2.7,3.86
indicative,4.71,3.71,4.91
pore,4.71,3.12,4.89
procedural,4.71,4.2,4.36
incomparable,4.71,3.0,4.18
bode,4.71,4.0,4.9
unconfirmed,4.72,4.43,3.37
unmarried,4.72,5.32,6.08
vanquish,4.72,5.05,5.29
strange,4.72,3.5,5.28
ritualistic,4.73,4.58,5.79
controversial,4.73,6.26,4.71
urchin,4.73,4.0,4.68
pubic,4.73,5.24,6.09
spatial,4.73,3.38,5.88
pike,4.73,4.09,5.5
preliminary,4.73,3.73,5.37
finch,4.74,3.52,5.0
bisexual,4.74,4.5,5.09
bodily,4.74,3.71,4.29
distant,4.74,2.95,3.56
previous,4.74,3.59,5.12
jerky,4.74,4.0,4.21
pile,4.74,4.43,5.57
superstitious,4.75,5.95,4.89
unused,4.75,3.0,5.32
subterranean,4.75,5.1,4.88
molten,4.75,4.26,4.08
unmitigated,4.75,4.19,4.94
consecutive,4.75,3.11,5.29
insistent,4.75,3.91,5.54
indigenous,4.75,4.22,4.96
reassign,4.75,3.67,4.94
utter,4.76,3.9,5.33
standard,4.76,3.61,5.14
hanger,4.76,2.92,5.05
auspicious,4.76,3.39,5.5
physiological,4.76,5.04,4.86
opposite,4.77,3.43,4.95
secondary,4.77,3.85,4.96
retroactive,4.77,3.92,5.22
pulmonary,4.77,3.73,4.79
psychological,4.77,4.81,5.33
rabble,4.77,3.14,5.18
pornographic,4.77,6.09,6.21
puffy,4.78,4.5,5.05
heavy,4.78,3.65,3.61
transitional,4.79,4.5,4.86
administrative,4.79,3.21,5.9
periodic,4.79,3.55,4.59
nippy,4.79,5.45,5.14
primal,4.79,5.38,4.52
senior,4.79,3.44,5.26
ongoing,4.79,4.24,5.08
pituitary,4.79,4.4,4.91
unattached,4.79,3.86,5.04
inflatable,4.79,2.8,5.55
countless,4.8,4.22,4.14
unwed,4.8,4.52,5.64
deliberate,4.8,3.48,6.12
rigorous,4.81,5.81,6.18
diagnostic,4.81,4.57,4.33
stepson,4.81,3.65,4.57
yeller,4.81,4.64,4.8
disguise,4.81,4.36,4.76
divvy,4.81,3.27,5.77
minor,4.81,3.26,4.79
ointment,4.81,2.86,5.0
secular,4.81,3.52,5.09
archive,4.81,4.18,5.24
sorry,4.81,4.62,5.65
sarcophagus,4.81,3.7,4.58
blockhead,4.81,4.25,4.88
consecrated,4.81,3.7,4.95
autobiographical,4.82,3.74,5.89
clinical,4.82,4.1,4.7
concrete,4.82,3.63,5.9
explicit,4.82,5.23,4.18
budge,4.83,3.95,4.32
placid,4.84,3.45,5.68
uncut,4.84,3.61,4.76
exempt,4.84,4.43,5.54
passive,4.84,3.55,5.64
cardiologist,4.84,4.7,5.25
defy,4.84,5.43,5.3
prenuptial,4.84,5.29,5.77
labyrinth,4.84,4.24,3.8
unaffected,4.84,3.32,6.45
macho,4.84,3.96,4.94
conjugal,4.84,4.72,5.47
focal,4.85,3.94,6.41
sheath,4.85,4.05,5.95
unknown,4.85,4.71,3.79
untraceable,4.85,3.62,5.16
precinct,4.85,3.95,4.88
palpable,4.85,4.59,5.37
flashy,4.85,5.77,5.78
unborn,4.86,5.28,3.95
indulgent,4.86,4.68,5.85
infamous,4.86,4.32,5.04
dry,4.86,3.8,6.21
ocular,4.86,4.0,5.42
mouthful,4.88,3.8,4.64
fleshy,4.89,5.3,3.95
municipal,4.89,3.05,4.92
sedative,4.89,3.45,4.21
singular,4.89,3.12,5.24
bulk,4.89,3.43,5.05
compel,4.89,4.33,5.59
daredevil,4.89,6.33,5.28
cloudy,4.89,3.36,3.65
average,4.89,3.29,5.59
anterior,4.89,3.36,4.64
hunky,4.9,4.57,5.2
reputed,4.9,3.68,5.52
blurt,4.9,4.64,3.95
sole,4.9,3.78,5.27
joust,4.9,5.61,5.11
tolerable,4.9,4.4,5.73
corporate,4.9,4.74,5.05
monk,4.9,2.61,5.04
potent,4.9,5.05,5.91
reiterate,4.9,3.62,6.2
streetlight,4.9,3.78,5.38
gravitational,4.91,5.0,4.37
unturned,4.91,3.84,5.19
woolen,4.91,3.38,5.38
primordial,4.91,4.88,5.58
unscrew,4.94,3.2,5.28
hypothetical,4.94,4.43,5.71
untold,4.95,4.7,4.92
corrective,4.95,4.05,5.16
untie,4.95,2.8,5.18
oral,4.95,4.33,4.56
presidential,4.95,4.06,5.18
peripheral,4.95,3.86,5.52
dusky,4.95,4.55,4.58
executive,4.95,4.32,4.95
umpteen,4.95,3.86,5.17
impenetrable,4.95,4.61,4.19
socialite,4.95,4.24,4.47
trendy,4.95,4.23,5.83
arithmetic,4.95,4.0,5.54
briar,4.95,4.0,4.58
routine,4.95,3.15,6.27
urban,4.95,4.41,4.5
whammy,4.95,5.75,4.48
narrow,4.95,4.53,5.19
compact,4.95,3.75,5.0
copier,4.95,3.17,6.16
fundamental,4.95,3.56,5.33
catholic,4.95,2.83,4.17
metric,4.95,3.67,5.13
metropolis,4.95,4.95,5.6
reciprocal,4.95,3.28,4.67
pheasant,4.95,4.05,5.69
regional,4.95,4.95,5.08
cerebral,4.95,3.7,6.76
offshore,4.95,3.5,4.13
manual,4.95,3.17,6.48
attic,4.95,3.45,5.36
ravenous,4.95,4.9,4.09
apparent,4.96,3.19,6.4
preppy,4.96,4.35,6.05
technical,5.0,5.28,6.24
financial,5.0,4.55,4.82
vamp,5.0,5.3,4.1
undetectable,5.0,4.3,4.42
cubby,5.0,3.71,5.65
sill,5.0,3.36,5.41
invisible,5.0,3.95,4.27
thumper,5.0,4.09,4.83
principle,5.0,3.27,5.48
whopping,5.0,4.0,4.54
heady,5.0,3.52,5.28
preposterous,5.0,5.95,5.14
telepathy,5.0,5.7,5.26
relentless,5.0,4.74,5.88
ingest,5.0,3.56,6.26
inaugural,5.0,3.78,5.14
flamboyant,5.0,5.52,5.15
antiquated,5.0,4.95,4.69
multiple,5.0,4.0,5.64
slurp,5.0,4.81,5.67
virginal,5.0,4.67,6.53
ballistic,5.0,4.09,4.3
uncanny,5.0,4.71,5.03
capricious,5.0,4.2,5.35
net,5.0,3.0,4.61
assemblyman,5.0,3.12,5.21
linguist,5.0,3.71,5.59
transatlantic,5.0,4.84,5.42
fateful,5.0,4.5,4.8
staple,5.0,4.48,4.76
milky,5.0,3.7,5.37
customary,5.0,3.44,4.94
retail,5.0,3.62,6.12
unexplainable,5.0,3.94,3.76
med,5.0,3.52,5.64
repose,5.0,2.48,5.68
unchanged,5.0,2.68,4.5
inconceivable,5.05,4.41,4.47
indescribable,5.05,5.7,5.21
intermediate,5.05,3.28,4.94
inconspicuous,5.05,3.55,5.67
auditory,5.05,4.5,6.11
linear,5.05,3.2,6.0
informal,5.05,3.24,5.58
asinine,5.05,4.63,4.81
stately,5.05,3.1,5.27
fluid,5.05,4.04,5.75
rhetorical,5.05,3.74,5.12
custodial,5.05,3.42,4.9
cunning,5.05,4.9,6.58
domestic,5.05,2.8,6.12
particular,5.05,3.9,7.53
ordinary,5.05,2.86,5.89
tactical,5.05,4.27,5.46
eventual,5.05,3.42,4.75
comparative,5.05,3.91,6.56
ostentatious,5.05,5.25,4.4
hydraulic,5.05,4.11,4.81
ubiquitous,5.05,3.81,5.32
buckle,5.05,3.76,4.83
adjoining,5.06,3.52,4.65
permanent,5.06,3.82,4.32
mutant,5.06,4.61,4.53
genteel,5.09,2.38,6.0
cosmetic,5.09,4.87,5.74
weird,5.09,4.29,4.75
residual,5.09,3.19,4.23
bittersweet,5.09,4.21,4.52
evident,5.1,3.76,6.16
tentative,5.1,3.4,5.16
electromagnetic,5.1,5.22,4.86
economic,5.1,3.62,4.21
gradual,5.1,2.95,5.84
navigational,5.1,4.0,6.42
forthcoming,5.1,4.09,6.0
poignant,5.1,4.09,6.44
gargle,5.1,3.48,6.61
nominal,5.1,3.55,4.61
disinfectant,5.1,2.96,5.8
nitrous,5.1,5.25,5.35
mnemonic,5.1,3.45,5.32
beluga,5.1,3.77,5.74
authenticate,5.1,4.36,5.78
tiny,5.1,4.6,6.16
mammy,5.1,3.82,4.7
statistical,5.1,3.19,4.92
waitress,5.1,3.5,4.95
graphic,5.1,4.7,5.08
salty,5.1,3.94,5.14
collarbone,5.1,2.86,5.41
emulate,5.11,4.15,5.83
kinetic,5.11,4.95,5.29
inner,5.11,3.5,5.71
vein,5.11,3.7,4.57
upright,5.11,3.29,6.11
inhabitant,5.11,3.57,5.69
square,5.11,3.33,5.3
emotional,5.11,5.32,4.5
widespread,5.11,4.05,3.81
audacious,5.11,4.28,5.41
methodical,5.11,3.76,5.43
intricate,5.11,4.48,5.13
southbound,5.14,3.67,6.14
broad,5.14,3.26,4.23
dual,5.14,4.39,5.21
plating,5.14,3.29,6.33
manned,5.14,4.47,5.71
cannonball,5.14,4.24,4.84
crazy,5.14,5.9,4.19
ironclad,5.14,3.77,6.09
silent,5.14,3.21,6.59
meticulous,5.14,4.8,5.36
dominant,5.15,5.36,6.78
ablaze,5.15,6.75,4.58
alternate,5.15,3.48,5.2
preferential,5.15,3.68,5.38
laundry,5.15,4.5,6.09
optical,5.15,3.44,5.12
mass,5.15,3.56,5.47
veritable,5.15,3.77,5.11
obscure,5.15,3.1,4.48
outboard,5.15,3.43,5.25
instantaneous,5.16,4.72,5.96
codfish,5.16,3.05,4.95
overzealous,5.16,5.9,5.19
interpretive,5.16,2.9,6.3
paramedic,5.16,4.9,4.5
subsequent,5.16,4.0,5.22
carnal,5.16,6.24,5.17
crucial,5.16,4.14,4.91
certifiable,5.16,4.68,4.71
shy,5.16,3.33,4.5
tomcat,5.16,4.74,4.58
ambiguous,5.16,4.0,5.12
dotty,5.16,3.55,4.8
admissible,5.16,2.9,6.21
diagonal,5.17,3.29,5.13
tribal,5.17,4.56,4.58
dramatic,5.17,6.59,4.77
massive,5.18,5.79,5.71
spitfire,5.18,5.42,5.5
feeder,5.18,4.22,4.95
internal,5.18,3.67,6.25
polar,5.19,3.95,4.1
collective,5.19,2.86,5.4
elemental,5.19,4.35,4.77
overactive,5.19,5.12,4.27
outer,5.19,3.27,5.19
subliminal,5.19,4.17,3.78
incidental,5.19,3.27,5.5
prodigious,5.19,3.45,5.67
annual,5.19,3.7,4.9
pivotal,5.19,3.41,5.52
religious,5.2,4.63,6.23
macro,5.2,3.85,5.45
houseguest,5.2,3.67,4.96
friar,5.2,3.26,5.62
stable,5.2,3.11,6.33
gab,5.2,3.78,4.04
jugular,5.2,4.56,4.84
postal,5.21,3.41,4.83
imperative,5.21,3.67,4.65
tweak,5.21,4.7,6.3
prominent,5.21,4.05,5.55
impervious,5.21,4.36,4.58
scramble,5.21,4.85,5.0
scribble,5.21,3.76,5.6
middle,5.22,2.85,5.11
cordon,5.22,2.55,4.48
provincial,5.22,2.85,5.0
formulate,5.22,2.64,5.46
close,5.23,3.81,5.94
crisp,5.23,3.95,6.14
bilateral,5.23,2.86,5.23
ovary,5.23,3.67,5.14
balmy,5.23,4.23,5.47
capitalist,5.24,3.08,5.3
legal,5.24,3.35,6.68
geometric,5.24,4.21,5.36
buckwheat,5.24,2.7,6.22
marital,5.24,4.91,5.43
sharp,5.24,6.0,4.92
synonymous,5.24,3.41,5.47
cheap,5.24,4.47,5.89
grandiose,5.24,4.84,5.1
untouched,5.24,3.52,4.81
pertinent,5.24,4.83,5.5
hereditary,5.25,4.05,4.0
hypnotic,5.25,3.73,3.94
imminent,5.25,3.45,3.55
unintentional,5.25,3.52,3.29
prophetic,5.25,4.05,4.74
olden,5.25,3.17,4.46
predictable,5.25,2.86,6.64
airborne,5.25,3.52,4.48
extensive,5.25,4.75,5.71
rectangular,5.25,2.7,5.5
abstract,5.25,3.96,5.53
metallic,5.26,4.32,5.17
coax,5.26,4.48,5.05
rosary,5.26,3.36,4.5
auxiliary,5.26,3.61,5.81
approximate,5.26,3.82,4.95
beige,5.26,2.6,5.05
main,5.27,4.1,6.79
surrogate,5.27,4.27,4.5
foremost,5.27,3.81,6.04
wooden,5.27,4.0,5.79
unmanned,5.28,3.33,4.05
innocuous,5.28,3.7,4.78
mathematical,5.29,3.48,6.0
nautilus,5.29,3.76,5.6
gummy,5.29,4.0,5.04
spoonful,5.29,2.62,5.85
partial,5.29,3.8,5.59
stout,5.29,3.35,4.86
bodyguard,5.29,4.55,5.64
husky,5.29,3.71,5.04
prudent,5.29,3.44,5.95
nocturnal,5.29,3.48,5.61
eyeful,5.29,5.15,5.4
unprecedented,5.29,4.32,4.78
verbal,5.29,3.76,6.32
parallel,5.29,2.87,5.56
mayflower,5.29,2.91,5.26
unpack,5.29,2.9,5.45
theatrical,5.3,5.36,6.95
penis,5.3,5.9,6.21
permissible,5.3,3.3,6.12
technological,5.3,4.56,6.25
identical,5.3,4.4,5.35
collegiate,5.3,4.95,5.85
multinational,5.3,3.94,5.33
principal,5.3,4.3,5.26
primary,5.32,3.25,6.35
general,5.32,3.71,5.24
steep,5.32,4.95,5.04
conclusive,5.32,3.92,6.79
monthly,5.32,3.5,4.67
proverbial,5.32,3.24,5.25
joint,5.32,4.5,6.16
sonic,5.32,4.82,5.45
upholstery,5.32,3.12,5.61
total,5.32,4.25,6.89
central,5.33,3.5,5.76
secret,5.33,4.14,5.41
prairie,5.33,2.41,5.38
righty,5.33,3.62,5.56
obvious,5.33,3.65,6.47
bitsy,5.33,3.05,4.78
posterior,5.33,2.9,5.12
missionary,5.33,4.24,5.6
tablecloth,5.33,2.81,6.28
subject,5.33,4.2,6.37
continuous,5.33,3.27,5.77
famed,5.33,3.9,4.71
alternative,5.33,3.61,6.33
tidal,5.33,5.05,5.32
public,5.33,3.35,4.94
manageable,5.33,3.05,6.86
undo,5.35,3.52,6.44
lucid,5.35,4.78,5.27
topical,5.35,3.29,5.73
uncommon,5.35,3.2,4.86
uninterrupted,5.35,3.32,6.74
gigantic,5.35,5.89,5.54
opiate,5.35,5.06,5.12
nutty,5.35,4.72,5.29
numerous,5.35,3.39,6.25
dub,5.35,4.58,5.36
thermal,5.36,3.48,5.09
junior,5.36,4.15,6.26
topless,5.36,6.61,5.68
firm,5.36,4.3,6.58
ethnic,5.36,3.55,5.05
skinny,5.36,4.27,5.79
observatory,5.36,4.61,5.95
assertive,5.37,5.55,6.04
intrepid,5.37,3.95,5.5
unparalleled,5.37,3.85,5.65
random,5.37,4.15,4.71
eastern,5.37,3.48,4.48
formal,5.37,4.48,5.61
transparent,5.37,3.45,5.33
intentional,5.37,3.89,6.0
eccentric,5.37,5.19,6.1
interchangeable,5.37,3.77,5.75
reservoir,5.37,3.22,5.0
cranial,5.37,4.62,4.83
automotive,5.37,4.5,5.38
external,5.37,3.0,5.5
initial,5.38,4.09,5.27
adolescent,5.38,4.2,4.0
indivisible,5.38,4.1,4.95
miscellaneous,5.38,4.0,5.11
bobcat,5.38,5.0,4.36
unorthodox,5.38,3.45,5.32
ditty,5.38,3.68,5.05
sheer,5.38,5.55,5.44
elective,5.38,3.54,6.35
conducive,5.39,3.85,5.78
necessary,5.39,3.38,4.89
northwestern,5.39,3.05,5.13
single,5.39,3.85,4.83
usher,5.39,3.95,5.8
undeniable,5.4,3.5,4.68
missy,5.4,3.39,4.82
black,5.4,3.58,5.48
comparable,5.4,4.0,5.95
martial,5.4,4.23,4.59
scoreboard,5.4,4.59,5.4
levitate,5.4,6.1,5.04
busy,5.41,4.52,4.44
other,5.41,3.48,6.0
rehearse,5.42,4.2,6.67
glossy,5.42,4.33,5.88
ironic,5.42,4.39,4.46
pelvic,5.42,3.73,4.39
bionic,5.42,5.18,4.91
remote,5.42,3.5,5.54
recent,5.42,3.82,4.86
absolute,5.43,3.48,5.58
supplement,5.43,3.22,5.22
aesthetic,5.43,2.88,5.5
burst,5.43,5.09,4.45
painkiller,5.43,3.39,4.67
cinematography,5.43,4.0,6.04
overdrive,5.43,5.16,5.53
sleepyhead,5.43,2.85,4.7
insightful,5.43,4.27,6.85
private,5.44,3.62,4.33
deep,5.44,3.9,4.94
uncharted,5.44,5.1,5.0
exonerate,5.44,3.83,5.82
stationary,5.45,2.72,5.9
uninhabited,5.45,3.56,3.79
adamant,5.45,5.74,6.38
competitive,5.45,5.7,5.5
promotional,5.45,4.77,6.53
medicinal,5.45,5.87,5.16
probable,5.45,3.35,5.38
blameless,5.45,3.74,5.19
circular,5.47,3.4,5.25
circulatory,5.47,4.29,5.32
conventional,5.47,3.77,5.68
everyday,5.47,3.14,5.96
provocative,5.47,5.9,4.8
thin,5.47,4.5,5.33
communal,5.47,3.0,4.89
civilian,5.48,3.7,5.58
cavalier,5.48,4.0,5.52
dabble,5.48,3.05,5.41
metaphysical,5.48,4.0,5.37
commonplace,5.48,3.0,5.47
apothecary,5.48,4.23,5.35
anesthetic,5.48,3.23,4.72
specific,5.48,2.55,5.89
parchment,5.48,2.9,5.23
tiara,5.48,5.05,5.23
usual,5.48,3.2,6.58
gobble,5.5,4.96,5.28
decode,5.5,4.59,6.58
subconscious,5.5,4.0,3.72
glacier,5.5,3.88,4.55
molecular,5.5,3.52,5.14
bare,5.5,4.65,5.58
investigative,5.5,5.8,5.69
agricultural,5.5,3.55,5.74
flicker,5.5,5.15,5.38
occasional,5.5,2.45,4.72
neutral,5.5,3.45,5.81
orbital,5.5,4.24,5.48
basic,5.5,2.95,6.05
major,5.52,4.24,5.28
doable,5.52,4.24,6.65
brown,5.52,3.32,4.65
pacifier,5.52,3.2,5.11
umbilical,5.52,3.36,4.33
formidable,5.52,3.96,5.56
various,5.52,3.82,4.86
outlive,5.52,4.39,5.15
lenient,5.52,3.61,5.54
conscious,5.53,4.3,6.05
discretionary,5.53,3.0,5.11
jeep,5.53,4.05,5.0
unbeatable,5.53,5.25,6.42
classified,5.53,4.61,4.68
moist,5.53,4.2,4.5
spectral,5.53,4.95,4.11
governess,5.53,2.82,5.17
caviar,5.53,3.8,5.53
prodigal,5.53,3.57,5.87
current,5.53,3.25,5.9
lustful,5.53,6.6,5.04
freckle,5.53,3.36,4.43
subatomic,5.53,4.57,3.89
spunky,5.55,5.0,7.21
tavern,5.55,4.22,5.0
objective,5.55,4.38,6.47
rainy,5.55,4.33,4.44
distinct,5.55,3.67,5.8
snappy,5.55,5.05,5.68
astonish,5.55,5.38,6.0
mahjong,5.55,3.61,5.64
roman,5.55,4.36,5.78
bashful,5.55,4.36,4.74
eggplant,5.55,3.14,5.77
unanimous,5.55,4.24,4.7
organic,5.55,4.29,6.17
journalistic,5.55,3.2,6.45
unsupervised,5.55,4.36,5.95
talkative,5.56,4.45,5.79
swallow,5.57,3.78,5.72
ripe,5.57,4.78,5.72
reflective,5.57,3.38,6.84
definitive,5.57,3.83,5.24
unbelievable,5.57,5.4,5.37
frequent,5.57,4.05,5.88
afloat,5.57,4.13,4.96
global,5.57,3.7,4.77
electrical,5.57,6.0,4.97
undisputed,5.58,4.13,5.53
ahoy,5.58,3.95,5.45
usable,5.58,3.43,6.11
establish,5.58,3.72,6.29
rite,5.58,3.9,5.41
posh,5.58,3.95,5.45
exact,5.58,3.95,5.7
undercover,5.58,3.73,4.96
privileged,5.58,4.67,6.27
exemplary,5.58,4.79,6.57
functional,5.58,3.85,5.26
eminent,5.58,4.95,5.09
centennial,5.58,2.86,6.09
reborn,5.59,4.89,5.3
irreplaceable,5.59,4.62,3.95
flip,5.6,4.62,5.32
conceivable,5.6,4.41,6.53
extraterrestrial,5.6,5.86,4.38
structural,5.6,3.67,5.27
operational,5.6,4.32,5.81
optic,5.6,3.48,5.32
medieval,5.6,4.4,5.29
capsule,5.6,3.45,5.56
invaluable,5.6,5.21,5.14
